text,dateNotBefore,dateNotAfter,avgDate,period
"Er möge verklärt sein, ausgestattet sein und herrlich sein in der schönen westlichen Begräbnisstätte, der Würdige Set-kai.",-2345,-2181,-2263,Middle Kingdom
"Sein Sohn, Upuaut-aa, der Gerechtfertigte.",-1939,-1760,-1850,New Kingdom
Laß nicht ab von ihm!,-2375,-2345,-2360,Middle Kingdom
Das Tor wird für ihn handeln.,-2278,-2184,-2231,Middle Kingdom
"(Und) siehe, ich bin in deiner Hand.",-1939,-1630,-1785,New Kingdom
(Es) werde zerstoßen in gegorenem Pflanzenbrei.,-1845,-1773,-1809,New Kingdom
"Sie möge begraben sein in der Nekropole, indem sie sehr schön alt ist.",-2494,-2345,-2420,Middle Kingdom
die Bewohner des Wassergebietes (des Himmels) werden ihn fahren.,-2375,-2345,-2360,Middle Kingdom
"Steh auf, damit du rein seist, damit dein Ka rein sei und damit dein Ba rein sei.",-2278,-2184,-2231,Middle Kingdom
"Seine geliebte Tochter, die Chentetschi (Pächterin?) Tjazet.",-2613,-2494,-2554,Middle Kingdom
"Der Kammerdiener des Königs und Vorsteher der beiden Scheunen, der Würdige, Nefer ist sein Hauptname.",-2345,-2181,-2263,Middle Kingdom
"Ein Opfer, das der König gibt, ein Opfer, das Anubis, der vor der Gotteshalle ist, der auf seinem Berge ist, der Imiut und Herr der Nekropole, gibt:",-2345,-2181,-2263,Middle Kingdom
"Deine Reinigung ist die Reinigung der Götter, der Herren des Bedarfs, die zu ihren Kas gegangen sind.",-2321,-2287,-2304,Middle Kingdom
Als Upuaut habe ich mein(e) Bein(e) ausgestreckt.,-1818,-1630,-1724,New Kingdom
"Osiris Neith, nimm dir seine weißen, heilen Zähne.",-2278,-2184,-2231,Middle Kingdom
"Wenn ein Schiff untergeht (?), dann wird es geborgen, (indem/aber) seine Ladung überall zerstreut (wörtl.: auf jedem Ufer) zugrunde geht.",-1939,-1760,-1850,New Kingdom
Die (andere?) Hand des Mannes kommt und streicht dabei (wörtl.: beim Streichen) den Grat seines (d.h. des Tieres) hinteren/unteren Rückens.,-1939,-1760,-1850,New Kingdom
"Aufgerichtete Tetu-Schlange, du wirst dich nicht bewegen, denn deine ""Hekenu"" sind weggenommen!",-1945,-1875,-1910,New Kingdom
Nicht wird sein Name unter den Lebenden sein.,-1694,-1693,-1694,New Kingdom
"""Seine Augen sind so gerötet (blutunterlaufen?) und $ḏꜣ$-krank, wie ein Auge am Ende seiner Schwäche.""",-1580,-1539,-1560,Late Period
"Geh doch zu Nun, lauf zur Flut!",-2278,-2184,-2231,Middle Kingdom
Der Senior-Schreiber und Aufseher der Totenpriester Sehetepu.,-2494,-2181,-2338,Middle Kingdom
"Steh auf, erhebe dich wie Osiris.",-2345,-2323,-2334,Middle Kingdom
Wegen Hungers schleicht ein Fortschleichender sich fort!,-1939,-1760,-1850,New Kingdom
"Die Herrin des Hauses, Dschiesmeri, gerechtfertigt.",-1759,-1630,-1695,New Kingdom
"Osiris Unas, nimm dir die Brust des Horus, die sie darreichen.",-2375,-2345,-2360,Middle Kingdom
Das Herbeibringen des hornlosen Rindes.,-2414,-2375,-2395,Middle Kingdom
Der Totenpriester und Werftangehörige Ni-su-henu.,-2345,-2181,-2263,Middle Kingdom
"Ein (Büschel?), der zehn (Büschel?) vernichtet (oder: vernichtet hat)!",-1939,-1630,-1785,New Kingdom
Der Verwalter des Königsvermögens und Vorsteher der Schlachtung am (Pyramidenkomplex) Horizont des Cheops Hagi.,-2345,-2181,-2263,Middle Kingdom
"Dein Herz gehört dir, dein Ka gehört Pepi Neferkare, und Pepi Neferkare wird dein Haus ordnen und Pepi Neferkare wird dein Tor fest machen.",-2278,-2184,-2231,Middle Kingdom
"Er (d.h. der Fuß) macht das Gehen für ihn (den Patienten) nicht angenehm, so wie er (d.h. der Fuß) schlaff/kraftlos ist (oder: nachgibt?) und herabhängt/einknickt (?).",-1580,-1539,-1560,Late Period
"(Und) dieser war es, der sie ihm (dem Landmann) gab.",-1939,-1760,-1850,New Kingdom
Unas wird zum Himmel mitgenommen werden.,-2375,-2345,-2360,Middle Kingdom
"Siehe, er ist gekommen, um deswegen eine Bitte an mich zu richten.""",-1939,-1760,-1850,New Kingdom
"(und) etwas dort ist, das unter deinen Fingern pocht/zittert und flattert wie die schwache Stelle des $whnn$-Schädelbereichs eines Kindes, wenn er (d.h. der Scheitelbereich) noch nicht verknüpft (d.h. verwachsen) ist",-1580,-1539,-1560,Late Period
"Ich will dafür sorgen, daß dir Schiffe geschickt werden, beladen mit allerlei Kostbarkeiten Ägyptens, so wie man (es) tut für einen Gott, der die Menschen liebt, in einem fernen Land, das die Menschen nicht kennen.",-1939,-1760,-1850,New Kingdom
"Möge sie deine Ba-Macht, Neith, an die Spitze der beiden Neunheiten geben, als die beiden Ältesten (Schlangengöttinnen), die an deiner Stirn sind.",-2278,-2184,-2231,Middle Kingdom
Das Bringen jeder schönen Sache als Abendopfer.,-2494,-2181,-2338,Middle Kingdom
Der Vorlesepriester (des ?) Ibi.,-2345,-2181,-2263,Middle Kingdom
"""Wohlgefällig ist der Reine, der in mir ist.""",-2375,-2345,-2360,Middle Kingdom
"O Re, beiße für Unas die Erde, beiße für Unas Geb!",-2375,-2345,-2360,Middle Kingdom
"Er möge bestattet werden in der westlichen Begräbnisstätte indem er sehr schön alt ist bei dem Großen Gott, der Gutsvorsteher Nefer.",-2494,-2181,-2338,Middle Kingdom
"Mach dir deinen Sitz an der Spitze des Westens, mach dir deine Macht an der Spitze der Götter.",-2321,-2287,-2304,Middle Kingdom
"(Denn) mit ihnen zu werfen (oder: sich ihm aufzuzwingen), ist der Abscheu des Ka.",-1939,-1760,-1850,New Kingdom
Bestes der Grünschminke für den Ka des Scheschi.,-2345,-2323,-2334,Middle Kingdom
"Osiris Unas, nimm dir das Horusauge und verhindere, daß er (Seth) es ausreißt.",-2375,-2345,-2360,Middle Kingdom
"Möge Horus dich, Neith, schützen, möge Horus dich, Neith, zufriedenstellen mit dem Opfer von ihm.",-2278,-2184,-2231,Middle Kingdom
"Nimm(?) die beiden Augen des Horus, das schwarze und das weiße.",-2278,-2184,-2231,Middle Kingdom
"Er hat sie dir gebracht, vereinigt.",-2321,-2287,-2304,Middle Kingdom
"Thot, bringe ihn mit ihm.",-2278,-2184,-2231,Middle Kingdom
Wie mächtig ist doch Min auf seiner Treppe!,-1759,-1630,-1695,New Kingdom
"Verteile(?) den Ausfluß des Gottes, der in dir ist.",-2278,-2184,-2231,Middle Kingdom
Die Verwalterin des Königsvermögens und Hausvorsteherin Maa-cheru.,-2345,-2181,-2263,Middle Kingdom
"Er möge bestattet sein in der Nekropole, indem er sehr schön alt ist, der Herr der Ehrwürdigkeit beim großen Gott und Verwalter des Königsvermögens, der Vorsteher der Handwerker des Webens In-kaef.",-2345,-2181,-2263,Middle Kingdom
Nimm Nemti-em-za-ef Merenre mit dir.,-2287,-2278,-2283,Middle Kingdom
Wiederhole (nur) eine beobachtete Sache!,-1939,-1760,-1850,New Kingdom
Einziger Freund (des Königs) und Großes Oberhaupt von Atfet Henqu.,-2321,-2287,-2304,Middle Kingdom
"O Weisester aller Menschen, ist es (nur) von meiner Angelegenheit, daß du keine Kenntnisse hast?",-1939,-1630,-1785,New Kingdom
"zu dem das, was ist und was nicht ist, kommt.",-1939,-1760,-1850,New Kingdom
"Der Gott ist vom Himmel auf den Armen des Schu und der Tefnut, auf den Armen des Nemti-em-za-ef Merenre geboren worden.",-2287,-2278,-2283,Middle Kingdom
"Gelangen war es, was sie taten, zum Haus des Rawoser.",-1580,-1539,-1560,Late Period
"(Glosse B:) Was (die Textstelle) ""das ist ein (unkontrollierter) $mnsꜣ$-Samen-/Harnerguss (?), der an seiner $bꜣḥ$-Eichel stattfindet"" angeht:
〈Das bedeutet,〉 dass sein Penis erhärtet (d.h. steif/erigiert) ist, mit einem $nš.w$-Ausfluss am Ende seines Penis.",-1580,-1539,-1560,Late Period
"Diener der Verwaltungseinheit Za-ka, In",-2842,-2800,-2821,Old Kingdom
"(Behandlung:) Nachdem du sie (die Wunde) genäht hast,
musst du sie folglich am ersten Tag über (oder: zusammen mit) frischem Fleisch verbinden.",-1580,-1539,-1560,Late Period
"(Untersuchung:) Wenn du einen Mann (d.h. Patienten) mit einer klaffenden Wunde an seiner Halsvorderseite untersuchst,
wobei sie (d.h. die Wunde) bis zu seiner Luft-Speiseröhre aufgeweicht/eingetieft/eingesunken(?) ist;",-1580,-1539,-1560,Late Period
"Du wirst als Pepi Neferkare leuchten, Pepi Neferkare wird als du leuchten.",-2278,-2184,-2231,Middle Kingdom
Da dankte er mir (wörtl.: pries er meinetwegen Gott) vor der Ratsversammlung des ganzen Landes.,-1939,-1760,-1850,New Kingdom
So sollst du dagegen handeln:,-1845,-1773,-1809,New Kingdom
"$hj.w$-Schlange, leg dich hin, kriech davon!",-2375,-2345,-2360,Middle Kingdom
"Das Verehren des Osiris durch den Stellvertreter des Siegelvorstehers, Sobekiry, den Gerechtfertigten.",-1759,-1630,-1695,New Kingdom
Spruch der Abwehr des Rerek.,-1845,-1819,-1832,New Kingdom
"Neith, nimm dir das Horusauge, das du umfassen sollst.",-2278,-2184,-2231,Middle Kingdom
"König von Ober- und Unterägypten, Qaa-Nebti",-2842,-2800,-2821,Old Kingdom
"Der im $jb.w$ ist, ist zum Haus seiner Mutter gegangen (o.ä.).",-2375,-2345,-2360,Middle Kingdom
Haus (?) der Lotusblüten (Domäne).,-2494,-2181,-2338,Middle Kingdom
Das Opfern des Opfers seitens des Vorlesepriesters.,-2345,-2323,-2334,Middle Kingdom
Die Amme des Neferirkare (Domäne).,-2494,-2345,-2420,Middle Kingdom
Das Notieren wegen des Geflügels für das Archiv.,-2345,-2323,-2334,Middle Kingdom
Sein Herz/sein Wunsch wird nicht abgewiesen.,-2375,-2345,-2360,Middle Kingdom
"Gehst du weg, geht dieser Unas weg.",-2375,-2345,-2360,Middle Kingdom
"Dort fand ich Feigen und Trauben, und allerlei köstliches Gemüse.",-1939,-1760,-1850,New Kingdom
"Dieser Unas ist sehr vortrefflich, seine Arme werden nicht gehen (d.h. ihn im Stich lassen?).",-2375,-2345,-2360,Middle Kingdom
"Der leibliche Königssohn, Gottessiegler der Barke, Balsamierer des Anubis, Gottessiegler der Barke (namens) Ba-netjeru, Höfling, Vorsteher jeder Arbeit des Königs, Großer der Zehn von Oberägypten, Verwalter des Königsvermögens, Schmücker/Vollender (?) des Anubis, Vorlesepriester, Vorsteher des Heeres, der von seinem Herrn Geliebte und ein von seinem Herrn Geliebter, Mer-ib.",-2613,-2494,-2554,Middle Kingdom
"(Themenwechsel) Ich habe nun dieses Grab errichtet, das glänzend ausgestattet ist und dessen Platz herrlich gemacht worden ist, (und zwar) (indem/nachdem) ich einen Vertrag der Bezahlung den Propheten von Abydos gegeben habe.",-1818,-1773,-1796,New Kingdom
"Anubis / Chontamenti (?), der an der Spitze der Nektopole ist.",-2686,-2613,-2650,Old Kingdom
"dessen Würde Atum geschaffen hat in den Herzen der Menschen, Götter, Ach-Geister und Toten,",-1689,-1688,-1689,New Kingdom
"Wenn er sich (wieder) zu seinem Haus umwendet, ist er wie ein anderer (oder: ein Fremder?).",-1939,-1760,-1850,New Kingdom
Zu wem werde ich heute sprechen?,-1939,-1760,-1850,New Kingdom
"Das ist Pepi, (o) Satet, die die Beiden Länder in Besitz nimmt, Brennende, die ihre Beiden Ufer in Empfang nimmt.",-2321,-2287,-2304,Middle Kingdom
"Möget ihr mich wohlbehalten sein lassen vor diesem, der den Vater getötet hat.",-1837,-1760,-1799,New Kingdom
"Ich bin einer, der seinem Herrn bei seinem Gang folgt, der nicht schwach ist bei einer Rede, die er (sc. sein Herr) sagte.",-1548,-1539,-1544,Late Period
(aber) er ist mächtiger als er.,-2375,-2345,-2360,Middle Kingdom
"(Ein Opfer an) Rind, Alabastergefäß und Kleidung.",-2494,-2345,-2420,Middle Kingdom
Hasengau (15. o.äg. Gau): Ptah lässt Teti leben (Domäne).,-2494,-2181,-2338,Middle Kingdom
"der Erbfürst und Graf, Neheri's Sohn, Chnumhotep, der Herr der Versorgtheit.",-1878,-1837,-1858,New Kingdom
Die Ausstattung seiner Glieder war (wie aus) Gold.,-1580,-1539,-1560,Late Period
"Wovon dieser ißt, davon ißt (auch) Teti.",-2345,-2323,-2334,Middle Kingdom
"(Er, d.h. der Ton oder der Hin-Topf) werde geglättet und seine Ausschmierung(?) werde verdichtet/verdickt(?).",-1580,-1539,-1560,Late Period
Die Versorgte bei dem großen Gott und Verwalterin des Königsvermögens Hetep(-Wadjet).,-2345,-2181,-2263,Middle Kingdom
"Sie ist es in der Tat, die Unas geboren hat.",-2375,-2345,-2360,Middle Kingdom
Unas' Würden werden ihm nicht fortgenommen werden.,-2375,-2345,-2360,Middle Kingdom
"Der Hausvorsteher, Aufseher der Totenpriester, ein täglich bei seinem Herrn Versorgter, der tut, was gelobt wird, und ein von seinem Herrn Geliebter, der tut, was (von seinem Herrn) befohlen wird, Qar.",-2345,-2181,-2263,Middle Kingdom
"""Bring dem Unas (die Fähre) 'Kaum fliegt sie auf, so schwebt sie nieder'.""",-2375,-2345,-2360,Middle Kingdom
Der Diener des Königs im Haus des Horus Cheper Seschemnefer.,-2487,-2421,-2454,Middle Kingdom
Horus hat ihren Ka von ihnen entfernt.,-2321,-2287,-2304,Middle Kingdom
"Ein Krug aus weißem Quarz, das linke Auge.",-2278,-2184,-2231,Middle Kingdom
"Du bist herausgekommen zum Tor, erschienen als König, hoch als Upuaut, und du wirst den 'Der nicht ermüden kann' stützen.",-2287,-2278,-2283,Middle Kingdom
"du wirst sie nicht herzen,",-1818,-1630,-1724,New Kingdom
"Der Priester des Horus Medjedu Cheops, Wab-Priester des Königs, Verwalter des Königsvermögens Nefer.",-2494,-2181,-2338,Middle Kingdom
Die Große wird für den Stier von Hierakonpolis untertänig machen(?) / beräuchert werden(?).,-2375,-2345,-2360,Middle Kingdom
"Er möge geführt werden auf den prächtigen Wegen, auf denen die Ehrwürdigen gehen.",-2345,-2323,-2334,Middle Kingdom
"Wie er Schaden zufügt, so beseitigt er Schaden.",-2375,-2345,-2360,Middle Kingdom
Belehre du ihn zuerst über die Rede!,-1939,-1760,-1850,New Kingdom
Horus hat dir deinen Feind unter dir ausgestreckt.,-2321,-2287,-2304,Middle Kingdom
Nun sagten sie zu ihm:,-1939,-1760,-1850,New Kingdom
"Das, was er nicht kennt: es ist fern davon, das Richtige zu tun.",-1939,-1760,-1850,New Kingdom
"Sei gegrüßt, Ptah, Herr von Anchtaui.",-1759,-1630,-1695,New Kingdom
"Horus ist gekommen, damit er dich suche.",-2321,-2287,-2304,Middle Kingdom
Der Wab-Priester des Königs und Hüter des Geheimnisses.,-2686,-2161,-2424,Middle Kingdom
Daraufhin sagte er zu ihr:,-1580,-1539,-1560,Late Period
Möge er das Firmament durchqueren.,-2115,-1939,-2027,New Kingdom
(Und) seine ganze Weisheit wird für die Ewigkeit sein.,-1939,-1760,-1850,New Kingdom
"Ich bin gekommen, jubelnd aus Liebe zu dir, Pepi Neferkare.",-2278,-2184,-2231,Middle Kingdom
Seine Augen schauen (genau) zu.,-1939,-1760,-1850,New Kingdom
Ich werde wahrlich die für mich bestimmte Ruderfahrt machen.,-1580,-1539,-1560,Late Period
Der Herr der Ehrwürdigkeit bei seinem Herrn.,-2494,-2345,-2420,Middle Kingdom
"Er hat es gemacht als sein Monument für Anuqis, Herrin von Ta-seti, (nämlich) das Anfertigen eines Kanals für sie namens ""Vollkommen sind die Wege von Chakaure"", so dass er wirken könne, indem er ewig lebt.",-1837,-1819,-1828,New Kingdom
Die Verwalterin des Königsvermögens Tjenteti.,-2613,-2494,-2554,Middle Kingdom
"höher an Gestalten/Verwandlungen als jeder Gott,",-1707,-1688,-1698,New Kingdom
Worte sprechen; Niederlegen (des Opfers).,-2278,-2184,-2231,Middle Kingdom
"Siehe, deine $ꜣms$-Keule ist in deiner Hand.",-2321,-2287,-2304,Middle Kingdom
"Komm, es wird dir geopfert.",-2375,-2345,-2360,Middle Kingdom
"Du bist Sopdu, der unter seinen $ksb.t$-Bäumen ist.",-2287,-2278,-2283,Middle Kingdom
(Und) offenbare ihm nicht die Angelegenheit!,-1939,-1760,-1850,New Kingdom
Nimm Nemti-em-za-ef Merenre mit dir.,-2287,-2278,-2283,Middle Kingdom
Möge sie dir deine Knochen vereinigen.,-2321,-2287,-2304,Middle Kingdom
"Geb hat gesagt und aus dem Mund der Götterneunheit ist gekommen: ""Ein Falke, nachdem er genommen hat"", haben sie gesagt, ""siehe, du bist ba-mächtig und sechem-mächtig.""",-2375,-2345,-2360,Middle Kingdom
"$zmjn zmjn$, was deinen Mund öffnet, o Neith.",-2278,-2184,-2231,Middle Kingdom
"Du findest dort etwas, das uneben ist (oder: Sachen, die uneben sind) unter deinen Fingern;",-1580,-1539,-1560,Late Period
"Unas ist gegen dich gekommen, (er) der/(o) Wildstier der Steppe(?).",-2375,-2345,-2360,Middle Kingdom
"Iwa-Fleisch, Sut-Fleisch, Rippenfleisch, Gänsebraten, Kranich, Bläßgans, Graugans, Taube, weiße Säbelantilope und (zwei) Jungtier(e) des Langhornrindes",-2589,-2566,-2578,Middle Kingdom
"""Ein Standhafter ist er im Augenblick der Bedrängnis, einer der sich (immer wieder) umwendet ist er, (aber) er wendet (dem Gegner) nicht seinen Rücken zu!""",-1939,-1760,-1850,New Kingdom
Die Erde küssen für Chontamenti; die Vollkommenheit des Upuaut sehen.,-2008,-1957,-1983,New Kingdom
Sie war (auch) nicht in meinem Herzen.,-1939,-1760,-1850,New Kingdom
Die Verwalterin des Königsvermögens Nefer-ha-nisut.,-2494,-2345,-2420,Middle Kingdom
"Zieh das Netz zu, schnell!",-2345,-2181,-2263,Middle Kingdom
"Kaum beruhigt er sich, kann man (wieder) Luft einatmen (wörtl: daß er ruhig ist, ist zum Einatmen (lassen) von Luft).",-1818,-1773,-1796,New Kingdom
"Du wirst unter ihm schwimmen und er wird den tragen, der größer ist als er, der du bist.",-2321,-2287,-2304,Middle Kingdom
Das Bringen eines Langhornrindes für ein Totenopfer.,-2445,-2421,-2433,Middle Kingdom
"Sei nicht langsam, (indem/weil) du dich (noch) nicht beeilt hast!",-1939,-1760,-1850,New Kingdom
"Sie haben dir Seth unter dich gelegt, so daß er dich trägt;",-2278,-2184,-2231,Middle Kingdom
Du bist größer als er.,-2321,-2287,-2304,Middle Kingdom
"(Glosse C:) Was (die Textstelle) ""er leidet an Steifheit/Steifigkeit in seinem Nacken"" angeht:
das bedeutet ein Aufgerichtet-sein/Steilstehen wegen seines $jh$-Leidens;",-1580,-1539,-1560,Late Period
"Ich ging nicht vorbei an den Bedürfnis(sen) von jemandem, den ich liebe.",-1980,-1760,-1870,New Kingdom
"Er möge sehr friedlich wandeln auf den schönen Wegen des Westens, der einzige Freund des Königs, Leiter der beiden Throne, Seschem-nefer Tjeti.",-2345,-2181,-2263,Middle Kingdom
"Teti ist es, der ihre Ach-Kraft verschlingt.",-2345,-2323,-2334,Middle Kingdom
"Der Totenpriester seines Herrn, der tut, was sein Herr lobt, Ipy.",-2278,-2184,-2231,Middle Kingdom
Die Begräbnisstätte möge ihm ihren Arm reichen.,-2345,-2181,-2263,Middle Kingdom
"Siehe, sie sind dir gegeben,",-2278,-2184,-2231,Middle Kingdom
"Sei gegrüßt, Osiris, Chontamenti, großer Gott, Herr von Abydos.",-1759,-1630,-1695,New Kingdom
"Er hat für dich den gebunden, der dich band, und er hat ihn unter deine älteste Tochter, die in Qedem ist, plaziert, so daß die Trauer über(?) den Beiden Kapellen aufhört.",-2278,-2184,-2231,Middle Kingdom
Dein Natron ist das Natron deines Natron. (?),-2321,-2287,-2304,Middle Kingdom
"Ein Opfer, das der König, Horus-Behedeti, Osiris, Anubis, der auf seinem Hügel ist, sowie die Götter und Göttinnen, die im Tempel sind, geben.",-1759,-1630,-1695,New Kingdom
"Der Kammerdiener des Königs, Stab der Rechit-Leute und  Stütze der Kenmut Izi.",-2345,-2287,-2316,Middle Kingdom
Das Geben des Korns für die Garben.,-2414,-2375,-2395,Middle Kingdom
Dieser Spruch werde über einer Wüstendattel (?) gesprochen; sie möge über dem Kopf des (betroffenen) Mannes während des Sprechens dieses Spruches gespalten sein!,-1818,-1630,-1724,New Kingdom
(Es) werde in einem Napf(maß?) (voll) geronnenem Bier zerrieben.,-1818,-1630,-1724,New Kingdom
"Du wirst/sollst (erst) reden, (nachdem) du die Art des Experten erworben hast (wörtl.: im Fall des Künstlers eingetreten bist).",-1939,-1760,-1850,New Kingdom
Halte an der Maat fest!,-1939,-1760,-1850,New Kingdom
"Möge er nicht eine Klage gegen dich erheben, bis du gehört haben wirst (oder: gehört worden bist).",-1939,-1760,-1850,New Kingdom
"siehst du Unas (nur) an, wird er deinen Zweiten geben (?).",-2375,-2345,-2360,Middle Kingdom
"""Gib acht! Gehe diesbezüglich nicht auf ihn ein!",-1939,-1760,-1850,New Kingdom
"Unas' Abscheu ist Durst, er trinkt ihn nicht.",-2375,-2345,-2360,Middle Kingdom
Seinen Mund zu öffnen ist nicht angenehm für ihn infolge/aufgrund seines $jh$-Leidens.,-1580,-1539,-1560,Late Period
"Der Schmuck des Königs, die Nen-Sedjer-kai.",-2613,-2494,-2554,Middle Kingdom
Sein Kopf werde mit Öl/Fett eingecremt.,-1580,-1539,-1560,Late Period
"Sein Sohn, der Chentischi des Palastes Es-en-achti.",-2345,-2181,-2263,Middle Kingdom
"Ein von seinem Herrn Geliebter, Seschem-nefer.",-2487,-2421,-2454,Middle Kingdom
Diskutiere mit ihm nach einer Weile!,-1939,-1760,-1850,New Kingdom
"Geb, dieser hier ist dein Sohn, Osiris, den du aufleben und leben ließest.",-2375,-2345,-2360,Middle Kingdom
"Ein Opfer, das der König gibt, ein Opfer, das Anubis, Herr der Nekropole, der vor der Gotteshalle ist, gibt:",-2494,-2181,-2338,Middle Kingdom
"Unas wird als Sobek, Sohn der Neith, erscheinen.",-2375,-2345,-2360,Middle Kingdom
ihre Wirkungsmacht ist (von ihnen) fortgenommen;,-1818,-1630,-1724,New Kingdom
"Du bist hinabgestiegen wie der oberägyptische Schakal, wie Anubis, der auf dem Schrein ist.",-2278,-2184,-2231,Middle Kingdom
"Der Verwalter des Königsvermögens, der Leiter des Speisezeltes, Versorgter bei seinem Herrn, der tut, was sein Herr wünscht, Pen-meru.",-2345,-2181,-2263,Middle Kingdom
Ein Jungtier des Langhorn-Rindes für das Grab.,-2345,-2323,-2334,Middle Kingdom
"Greift man ihn an, so zeigt er seinen Rücken.",-1837,-1819,-1828,New Kingdom
"Das Brot ist in der Stadt, während Portionen einer Mahlzeit im Feld sind (oder: während Nahrung im $ꜥb$-Zustand und Brot-Fisch-Vögel (d.h. Speise) (???) auf dem Felde sind).",-1980,-1760,-1870,New Kingdom
Die Tochter seiner Tochter Dewaut-nebu.,-2345,-2181,-2263,Middle Kingdom
"Osiris, Isis, geht und meldet den Göttern Unterägyptens sowie ihren Achs:",-2375,-2345,-2360,Middle Kingdom
Das Schlagen auf der Harfe.,-2445,-2421,-2433,Middle Kingdom
"Oh, Herr der Furchtbarkeit, der den Aker bändigt,",-1759,-1630,-1695,New Kingdom
"Ein Opfer das der König, Anubis, der der Gotteshalle vorsteht, und Osiris, der Herr von Abydos, geben.",-1759,-1630,-1695,New Kingdom
"tausend an Rind, tausend an Geflügel, tausend an jeder schönen Sache (zu) jeden Fest, alltäglich und ewiglich für Meru-ka.",-2345,-2181,-2263,Middle Kingdom
"Er möge verklärt, ausgestattet und erhaben sein durch den Großen Gott.",-2345,-2181,-2263,Middle Kingdom
"Hapi, Duamutef, Amset und Qebehsenuef vertreiben diesen Hunger, der im Bauch des Pepi Neferkare ist und diesen Durst, der auf den Lippen des Pepi Neferkare ist.",-2278,-2184,-2231,Middle Kingdom
"Wenn du (etwas) erwirbst (wörtl.: (für dich) herbeibringst), dann gib (davon) deinem Genossen!",-1939,-1760,-1850,New Kingdom
(Es) werde ein Knoten hinein gemacht.,-1818,-1630,-1724,New Kingdom
Der Priester des Anubis von Gebelein und Palastleiter Seschemnefer.,-2487,-2421,-2454,Middle Kingdom
Der Aufseher der Chentuschi des Palastes Se-nefer.,-2345,-2181,-2263,Middle Kingdom
"Komm doch in Frieden zu Re, dem Großen Gott!",-2278,-2184,-2231,Middle Kingdom
Ein Jungtier der weißen Säbelantilope.,-2494,-2345,-2420,Middle Kingdom
Dein Lobpreis ist vor dir.,-2321,-2287,-2304,Middle Kingdom
"(Hiermit) verschlucke/verinnerliche ich euch, damit/so dass sich meine Feinde nicht zusammenfinden (können).",-1939,-1630,-1785,New Kingdom
Der Vorsteher der Aktenschreiber des Königs (und) Hüter des Geheimnisses Seschem-nefer.,-2445,-2421,-2433,Middle Kingdom
Unas ist dieser Sohn der Unwissenden:,-2375,-2345,-2360,Middle Kingdom
$mhwj$-Milchprodukt (?) werde in seine Ohren gegossen/geträufelt.,-1580,-1539,-1560,Late Period
"""Geht zu Re und sagt zu Re, dem mit absonderndem Arm im Osten, daß er als Gott gekommen ist.""",-2278,-2184,-2231,Middle Kingdom
Ich war ein Handwerker in seiner (besten) Stunde.,-1980,-1760,-1870,New Kingdom
"– Das ist das Gewebe/Fleisch, das sich auf/über seiner $šꜣšꜣ.t$-Halsgegend (?) befindet. –",-1580,-1539,-1560,Late Period
"Ist er lebensvoll, ist dieser Unas lebensvoll.",-2375,-2345,-2360,Middle Kingdom
"(Aber) einer mit gierigem Bauch (wörtl.: einer, der gierig von seinem Bauch ist,) ist ein elender Kerl.",-1939,-1760,-1850,New Kingdom
"Ein Totenopfer für ihn, (nämlich) den Vorsteher jeder Arbeit des Königs Scheschi (aus) tausend an Brot, tausend an Bier, tausend an Geflügel und Kleidung (und) tausend an Rind.",-2345,-2323,-2334,Middle Kingdom
"Deine Schwester Isis kommt zu dir, jubelnd wegen der Liebe zu dir.",-2321,-2287,-2304,Middle Kingdom
Die Handwaage steht nicht (etwa) schief?,-1939,-1760,-1850,New Kingdom
Horus hat dich geschützt und du bist zu seinem Ka geworden.,-2287,-2278,-2283,Middle Kingdom
"Tausend an Bier, tausend an Kranich.",-2589,-2566,-2578,Middle Kingdom
Bring es an seinen Mund.,-2278,-2184,-2231,Middle Kingdom
"Sie haben sich also wahrlich erhoben, die in den Gräbern, die mit verborgenen Plätzen.",-2321,-2287,-2304,Middle Kingdom
"Ein Opfer, das der König (und) Anubis, der vor der Götterhalle ist, geben:",-2345,-2181,-2263,Middle Kingdom
"Osiris Unas, nimm dir das Horusauge.",-2375,-2345,-2360,Middle Kingdom
"O Vernichter (des Bösen), laß nicht zu, daß man vernichtet wird!",-1939,-1760,-1850,New Kingdom
"Osiris Unas, statte dich mit der $ḥnq$-Flüssigkeit(?) aus, die aus dir herauskommt.",-2375,-2345,-2360,Middle Kingdom
"Zerstört ist das Gute, (indem/weil) es seinen Anhang (?) nicht (mehr) gibt, (und zerstört ist) das zu Boden Werfen des Rückens der Lüge.",-1939,-1760,-1850,New Kingdom
"Möget ihr Pepi Neferkare mit euch nehmen, damit Pepi Neferkare von dem esse, wovon ihr eßt, damit Pepi Neferkare von dem trinke, wovon ihr trinkt, damit Pepi Neferkare von dem lebe, wovon ihr lebt, damit dieser Pepi Neferkare dort sitze, wo ihr sitzt, damit Pepi Neferkare stark sei in dem, worin ihr stark seid, damit Pepi Neferkare damit fahre, womit ihr fahrt.",-2278,-2184,-2231,Middle Kingdom
"Der Törichte (hingegen) steht früh auf, (gerade) um sich zu entfernen.",-1939,-1760,-1850,New Kingdom
"Tausend an Brot, tausend an Bier, tausend an Alabaster, tausend an Kleidung.",-2613,-2494,-2554,Middle Kingdom
